Fecha,Valor Cuota,Patrimonio,Nº Partícipes,Nº de Cuotas,Tipo Cambio
04/06/1996,10.295,"2,660,244.00",51,0,2.415
05/06/1996,10.298,"2,800,362.00",55,0,2.4255
06/06/1996,10.298,"2,972,911.00",60,0,2.433
09/06/1996,10.298,"2,972,911.00",60,0,2.432
10/06/1996,10.298,"3,165,772.00",60,0,2.4315
11/06/1996,10.317,"3,313,258.00",72,0,2.4415
12/06/1996,10.32,"3,377,960.00",76,0,2.449
13/06/1996,10.327,"3,540,927.00",78,0,2.45
16/06/1996,10.34,"3,885,182.00",81,0,2.443
17/06/1996,10.343,"3,906,355.00",82,0,2.4405
18/06/1996,10.343,"4,208,144.00",86,0,2.441
19/06/1996,10.344,"4,213,516.00",87,0,2.441
20/06/1996,10.328,"4,218,218.00",87,0,2.4475
23/06/1996,10.357,"4,368,007.00",91,0,2.444
24/06/1996,10.35,"4,378,697.00",92,0,2.449
25/06/1996,10.35,"4,503,065.00",94,0,2.4495
26/06/1996,10.3733,"4,489,267.00",94,0,2.4515
27/06/1996,10.3758,"4,496,805.00",94,0,2.445
30/06/1996,10.4054,"4,528,364.00",95,0,2.442
01/07/1996,10.4109,"4,618,193.00",98,0,2.4455
02/07/1996,10.4181,"4,711,074.00",101,0,2.4475
03/07/1996,10.4206,"4,970,155.00",101,0,2.4475
04/07/1996,10.4154,"5,099,430.00",103,0,2.4465
05/07/1996,10.4181,"5,138,342.00",103,0,2.444
06/07/1996,10.4207,"5,139,615.00",103,0,2.444
07/07/1996,10.4232,"5,140,887.00",105,0,2.444
08/07/1996,10.4258,"5,200,765.00",107,0,2.443
09/07/1996,10.4284,"5,202,044.00",107,0,2.443
10/07/1996,10.4433,"5,255,560.00",108,0,2.4475
11/07/1996,10.4199,"5,313,458.00",111,0,2.446
12/07/1996,10.4218,"5,352,337.00",111,0,2.444
13/07/1996,10.4245,"5,356,238.00",111,0,2.444
14/07/1996,10.4269,"5,357,696.00",116,0,2.444
15/07/1996,10.4303,"5,400,676.00",117,0,2.443
16/07/1996,10.4386,"5,403,864.00",117,0,2.4425
17/07/1996,10.4402,"5,419,373.00",117,0,2.442
18/07/1996,10.4416,"5,444,106.00",120,0,2.441
19/07/1996,10.4796,"5,481,429.00",124,0,2.4395
20/07/1996,10.4823,"5,652,579.00",130,0,2.4395
21/07/1996,10.4849,"5,654,003.00",130,0,2.4395
22/07/1996,10.5018,"6,242,498.00",130,0,2.4385
23/07/1996,10.5242,"6,402,052.00",134,0,2.436
24/07/1996,10.5383,"6,473,651.00",135,0,2.4415
25/07/1996,10.5762,"6,521,086.00",136,0,2.4465
29/07/1996,10.5881,"6,973,866.00",137,0,2.4405
30/07/1996,10.5895,"8,165,535.00",140,0,2.4495
31/07/1996,10.6067,"8,291,442.00",143,0,2.461
01/08/1996,10.6106,"8,464,196.00",147,0,2.4555
04/08/1996,10.6171,"8,628,299.00",155,0,2.459
05/08/1996,10.6172,"8,697,033.00",158,0,2.4625
06/08/1996,10.6199,"9,100,357.00",165,0,2.4605
07/08/1996,10.6219,"9,143,167.00",167,0,2.464
08/08/1996,10.608,0,170,0,2.468
09/08/1996,10.608,0,172,0,2.4675
10/08/1996,10.608,0,172,0,2.4675
11/08/1996,10.63,0,172,0,2.4675
12/08/1996,10.6305,0,176,0,2.4685
13/08/1996,10.6318,0,176,0,2.4725
14/08/1996,10.6319,0,181,0,2.4705
15/08/1996,10.6291,0,182,0,2.4685
16/08/1996,10.6291,0,187,0,2.4625
17/08/1996,10.6291,0,187,0,2.4625
18/08/1996,10.637,0,187,0,2.4625
19/08/1996,10.6399,0,191,0,2.459
20/08/1996,10.6423,0,196,0,2.463
21/08/1996,10.6445,0,203,0,2.464
22/08/1996,10.6566,0,204,0,2.4635
23/08/1996,10.6566,0,214,0,2.467
24/08/1996,10.6566,0,214,0,2.467
25/08/1996,10.665,0,214,0,2.467
26/08/1996,10.6676,0,215,0,2.47
27/08/1996,10.6826,0,220,0,2.4735
28/08/1996,10.6857,0,227,0,2.468
29/08/1996,10.688618,"12,700,244.00",231,0,2.4635
30/08/1996,10.691265,"12,767,049.00",232,0,2.4635
31/08/1996,10.693946,"12,770,250.00",232,0,2.4635
01/09/1996,10.6966,"12,773,452.00",232,0,2.4635
02/09/1996,10.6633,0,233,0,2.471
03/09/1996,10.7049,0,235,0,2.4735
04/09/1996,10.7049,0,237,0,2.4805
05/09/1996,10.6799,0,241,0,2.4855
06/09/1996,10.704354,0,243,0,2.4855
07/09/1996,10.70704,0,243,0,2.4855
08/09/1996,10.7097,0,243,0,2.486
09/09/1996,10.7125,0,247,0,2.485
10/09/1996,10.6983,0,248,0,2.4845
11/09/1996,10.708,0,253,0,2.485
12/09/1996,10.732,0,256,0,2.485
13/09/1996,10.734846,0,259,0,2.485
14/09/1996,10.73737,0,259,0,2.485
15/09/1996,10.7399,0,259,0,2.4835
16/09/1996,10.7461,0,260,0,2.482
17/09/1996,10.7552,0,260,0,2.484
18/09/1996,10.7512,0,263,0,2.49
19/09/1996,10.753896,"15,522,663.00",271,0,2.4915
20/09/1996,10.744206,0,272,0,2.4915
21/09/1996,10.746908,0,272,0,2.4915
22/09/1996,10.7496,"15,675,825.00",272,0,2.4945
23/09/1996,10.7138,"15,761,369.00",278,0,2.4965
24/09/1996,10.7444,"17,029,502.00",283,0,2.509
25/09/1996,10.7635,"17,341,019.00",286,0,2.509
26/09/1996,10.7659,"17,512,310.00",290,0,2.507
27/09/1996,10.780184,0,297,0,2.5085
28/09/1996,10.782717,0,297,0,2.5085
29/09/1996,10.7851,"18,361,854.00",297,0,2.5085
30/09/1996,10.7904,"20,376,067.00",300,0,2.507
01/10/1996,10.7922,"22,132,332.00",312,0,2.514
02/10/1996,10.7921,"23,029,679.00",321,0,2.5255
03/10/1996,10.8184,"23,627,019.00",327,0,2.524
04/10/1996,10.8152,"23,901,515.00",328,0,2.5245
05/10/1996,10.8152,"23,901,515.00",328,0,2.5245
06/10/1996,10.8152,"23,901,515.00",328,0,2.5245
07/10/1996,10.8185,"24,269,774.00",329,0,2.528
08/10/1996,10.8185,"24,269,774.00",331,0,2.5305
09/10/1996,10.8209,"25,245,862.00",335,0,2.546
10/10/1996,10.8587,"25,624,312.00",341,0,2.5655
11/10/1996,10.8644,"25,813,696.00",346,0,2.571
12/10/1996,10.8669,"25,819,741.00",346,0,2.571
13/10/1996,10.8695,"25,825,815.00",346,0,2.571
14/10/1996,10.8756,"25,855,337.00",348,0,2.5595
15/10/1996,10.8891,"26,330,825.00",357,0,2.5485
16/10/1996,10.892658,"26,651,159.00",367,0,2.559
17/10/1996,10.894453,"26,809,912.00",374,0,2.557
18/10/1996,10.897315,"28,961,260.00",378,0,2.5555
19/10/1996,10.899757,"28,980,508.00",378,0,2.5555
20/10/1996,10.9022,"28,983,325.00",378,0,2.5555
21/10/1996,10.904824,"29,866,370.00",385,0,2.563
22/10/1996,10.907442,"29,920,115.00",386,0,2.5645
23/10/1996,10.925662,"30,211,679.00",387,0,2.572
24/10/1996,10.927979,"31,362,028.00",393,0,2.5755
25/10/1996,10.933091,"31,752,976.00",391,0,2.572
26/10/1996,10.935775,"31,760,770.00",391,0,2.572
27/10/1996,10.938459,"31,768,566.00",391,0,2.572
28/10/1996,10.942044,"32,986,398.00",401,0,2.563
29/10/1996,10.94511,"33,166,352.00",402,0,2.56
30/10/1996,10.95092,"34,707,934.00",411,0,2.5615
31/10/1996,10.953202,"36,182,423.00",421,0,2.57
01/11/1996,10.955849,"36,191,168.00",421,0,2.57
02/11/1996,10.958495,"36,199,907.00",421,0,2.57
03/11/1996,10.961141,"36,208,647.00",421,0,2.57
04/11/1996,10.964594,"36,276,245.00",419,0,2.5775
05/11/1996,10.962782,"37,067,274.00",421,0,2.586
06/11/1996,10.963178,"37,336,105.00",425,0,2.589
07/11/1996,10.965462,"38,244,487.00",434,0,2.593
08/11/1996,10.970619,"39,612,366.00",443,0,2.593
09/11/1996,10.972213,"39,838,498.00",443,0,2.593
10/11/1996,10.974675,"39,847,437.00",443,0,2.593
11/11/1996,10.975354,"41,004,609.00",444,0,2.597
12/11/1996,10.978816,"46,388,753.00",452,0,2.5935
13/11/1996,10.982391,"46,844,188.00",463,0,2.5895
14/11/1996,10.986259,"47,596,220.00",475,0,2.5835
15/11/1996,10.993178,"48,112,830.00",484,0,2.572
16/11/1996,10.995674,"48,123,751.00",484,0,2.572
17/11/1996,10.998233,"48,134,952.00",484,0,2.572
18/11/1996,10.998811,"49,197,216.00",491,0,2.575
19/11/1996,11.002964,"49,941,938.00",503,0,2.574
20/11/1996,11.007801,"50,264,589.00",511,0,2.5725
21/11/1996,11.013225,"51,107,977.00",529,0,2.572
22/11/1996,11.015546,"51,300,492.00",534,0,2.573
23/11/1996,11.017939,"51,585,205.00",537,0,2.573
24/11/1996,11.020353,"51,596,506.00",537,0,2.573
25/11/1996,11.025234,"52,202,969.00",548,0,2.58
26/11/1996,11.028983,"52,763,446.00",565,0,2.59
27/11/1996,11.031363,"53,260,057.00",575,0,2.5915
28/11/1996,11.035329,"53,360,468.00",583,0,2.586
29/11/1996,11.03567,"53,818,810.00",587,0,2.584
30/11/1996,11.039137,"53,974,141.00",590,0,2.584
01/12/1996,11.041542,"53,985,384.00",590,0,2.584
02/12/1996,11.054391,"54,019,331.00",596,0,2.582
03/12/1996,11.064394,"57,735,804.00",607,0,2.5825
04/12/1996,11.066811,"58,006,397.00",612,0,2.584
05/12/1996,11.069211,"58,837,407.00",618,0,2.583
06/12/1996,11.072034,"59,264,472.00",631,0,2.581
07/12/1996,11.074349,"59,276,867.00",631,0,2.581
08/12/1996,11.076665,"59,287,834.00",631,0,2.581
09/12/1996,11.080309,"59,302,002.00",633,0,2.584
10/12/1996,11.084298,"59,788,345.00",643,0,2.587
11/12/1996,11.078853,"60,689,182.00",645,0,2.5855
12/12/1996,11.081861,"61,096,355.00",654,0,2.5815
13/12/1996,11.088904,"62,338,703.00",671,0,2.582
14/12/1996,11.088904,"62,338,703.00",671,0,2.582
15/12/1996,11.088904,"62,338,703.00",671,0,2.582
16/12/1996,11.091661,"62,717,697.00",672,0,2.5795
17/12/1996,11.095937,"62,919,561.00",677,0,2.5795
18/12/1996,11.098478,"63,058,876.00",678,0,2.5795
19/12/1996,11.098795,"63,705,534.00",688,0,2.5805
20/12/1996,11.101212,"64,667,184.00",700,0,2.5805
21/12/1996,11.103652,"64,681,398.00",700,0,2.5805
22/12/1996,11.106093,"64,695,614.00",700,0,2.5805
23/12/1996,11.107402,"68,464,005.00",700,0,2.577
24/12/1996,11.10987,"68,501,731.00",701,0,2.577
25/12/1996,11.112253,"68,516,814.00",701,0,2.577
26/12/1996,11.110977,"69,516,788.00",701,0,2.585
27/12/1996,11.101237,"70,288,873.00",705,0,2.5875
28/12/1996,11.103612,"70,309,087.00",706,0,2.5875
29/12/1996,11.105989,"70,324,133.00",706,0,2.5875
30/12/1996,11.121848,"70,796,169.00",716,0,2.588
31/12/1996,11.129451,"71,884,418.00",716,0,2.588
01/01/1997,11.131839,"71,899,837.00",716,0,2.588
02/01/1997,11.1437,"73,201,650.00",720,0,2.6065
03/01/1997,11.148039,"75,265,594.00",732,0,2.6135
04/01/1997,11.150477,"75,439,386.00",734,0,2.6135
05/01/1997,11.152916,"75,455,862.00",734,0,2.6135
06/01/1997,11.155082,"75,963,139.00",742,0,2.6205
07/01/1997,11.156889,"76,444,122.00",742,0,2.63
08/01/1997,11.15934,"78,830,199.00",753,0,2.6315
09/01/1997,11.16201,"81,114,571.00",752,0,2.626
10/01/1997,11.164473,"81,019,049.00",753,0,2.6215
11/01/1997,11.166925,"81,036,841.00",753,0,2.6215
12/01/1997,11.169378,"81,054,637.00",753,0,2.6215
13/01/1997,11.170265,"81,118,371.00",753,0,2.622
14/01/1997,11.171895,"81,641,462.00",760,0,2.6235
15/01/1997,11.174483,"84,912,796.00",769,0,2.62
16/01/1997,11.18001,"85,145,222.00",778,0,2.619
17/01/1997,11.179736,"85,823,225.00",785,0,2.6185
18/01/1997,11.182082,"86,027,133.00",787,0,2.6185
19/01/1997,11.184425,"86,045,160.00",787,0,2.6185
20/01/1997,11.184771,"87,363,462.00",794,0,2.6215
21/01/1997,11.244995,"87,966,040.00",798,0,2.6195
22/01/1997,11.252514,"89,565,834.00",807,0,2.622
23/01/1997,11.254661,"90,120,225.00",813,0,2.6275
24/01/1997,11.255102,"90,698,573.00",818,0,2.627
25/01/1997,11.257518,"90,800,081.00",820,0,2.627
26/01/1997,11.259932,"90,819,548.00",820,0,2.627
27/01/1997,11.267821,"91,637,081.00",827,0,2.6345
28/01/1997,11.266389,"92,361,328.00",837,0,2.6345
29/01/1997,11.269987,"93,795,393.00",845,0,2.6355
30/01/1997,11.270947,"94,565,490.00",850,0,2.639
31/01/1997,11.274072,"98,832,148.00",865,0,2.6415
01/02/1997,11.276476,"98,853,220.00",865,0,2.6415
02/02/1997,11.278874,"98,874,242.00",865,0,2.6415
03/02/1997,11.282452,"100,972,826.00",877,0,2.6485
04/02/1997,11.282247,"101,363,208.00",882,0,2.6465
05/02/1997,11.294325,"103,285,825.00",893,0,2.6465
06/02/1997,11.301521,"103,349,989.00",894,0,2.6405
07/02/1997,11.303575,"103,717,137.00",904,0,2.638
08/02/1997,11.305979,"103,791,928.00",906,0,2.638
09/02/1997,11.308391,"103,814,075.00",906,0,2.638
10/02/1997,11.31663,"111,184,111.00",913,0,2.6405
11/02/1997,11.340356,"112,691,951.00",920,0,2.6395
12/02/1997,11.345434,"113,667,928.00",927,0,2.6375
13/02/1997,11.351493,"113,875,950.00",930,0,2.6365
14/02/1997,11.352638,"115,620,546.00",941,0,2.633
15/02/1997,11.354994,"115,750,767.00",944,0,2.633
16/02/1997,11.357349,"115,774,775.00",944,0,2.633
17/02/1997,11.362156,"115,606,235.00",953,0,2.629
18/02/1997,11.360458,"116,813,649.00",958,0,2.627
19/02/1997,11.362773,"118,435,322.00",963,0,2.627
20/02/1997,11.363099,"119,058,003.00",973,0,2.6265
21/02/1997,11.361162,"119,469,559.00",978,0,2.63
22/02/1997,11.363494,"119,505,101.00",980,0,2.63
23/02/1997,11.365813,"119,529,490.00",980,0,2.63
24/02/1997,11.369507,"120,224,932.00",986,0,2.6375
25/02/1997,11.378855,"121,877,229.00",994,0,2.6415
26/02/1997,11.380703,"122,243,501.00",998,0,2.6455
27/02/1997,11.386643,"135,187,539.00","1,007",0,2.6465
28/02/1997,11.390194,"135,439,649.00","1,016",0,2.645
01/03/1997,11.392559,"135,515,654.00","1,017",0,2.645
02/03/1997,11.394943,"135,544,007.00","1,017",0,2.645
03/03/1997,11.399745,"140,993,498.00","1,030",0,2.6435
04/03/1997,11.404119,"141,048,641.00","1,037",0,2.6345
05/03/1997,11.403658,"140,956,214.00","1,035",0,2.631
06/03/1997,11.405521,"141,248,652.00","1,040",0,2.625
07/03/1997,11.408555,"142,204,944.00","1,047",0,2.6245
08/03/1997,11.410889,"142,575,170.00","1,050",0,2.6245
09/03/1997,11.413213,"142,604,207.00","1,050",0,2.6245
10/03/1997,11.411735,"142,636,819.00","1,056",0,2.6235
11/03/1997,11.41412,"140,631,334.00","1,069",0,2.6235
12/03/1997,11.416576,"141,670,074.00","1,075",0,2.6245
13/03/1997,11.418695,"142,301,639.00","1,078",0,2.63
14/03/1997,11.428209,"142,985,297.00","1,085",0,2.631
15/03/1997,11.430412,"143,065,425.00","1,087",0,2.631
16/03/1997,11.432615,"143,092,993.00","1,087",0,2.631
17/03/1997,11.433675,"143,169,985.00","1,101",0,2.6285
18/03/1997,11.43276,"146,172,575.00","1,108",0,2.627
19/03/1997,11.430738,"146,536,265.00","1,109",0,2.633
20/03/1997,11.415926,"147,707,339.00","1,122",0,2.6405
21/03/1997,11.41673,"148,080,251.00","1,131",0,2.64
22/03/1997,11.419458,"148,115,620.00","1,131",0,2.64
23/03/1997,11.422221,"148,151,456.00","1,131",0,2.64
24/03/1997,11.426955,"149,384,433.00","1,124",0,2.6385
25/03/1997,11.420717,"150,674,570.00","1,129",0,2.643
26/03/1997,11.439612,"150,181,843.00","1,130",0,2.643
30/03/1997,11.450374,"150,402,028.00","1,131",0,2.643
31/03/1997,11.436837,"158,310,085.00","1,141",0,2.6465
01/04/1997,11.470053,"159,865,358.00","1,152",0,2.6555
02/04/1997,11.462535,"160,178,025.00","1,169",0,2.6505
03/04/1997,11.452302,"160,722,707.00","1,178",0,2.6535
04/04/1997,11.44722,"162,554,625.00","1,195",0,2.66
05/04/1997,11.45009,"162,776,729.00","1,202",0,2.66
06/04/1997,11.452871,"162,816,265.00","1,202",0,2.66
07/04/1997,11.453531,"164,201,892.00","1,208",0,2.663
08/04/1997,11.454304,"164,875,423.00","1,214",0,2.666
09/04/1997,11.439533,"165,999,585.00","1,228",0,2.665
10/04/1997,11.447724,"172,765,621.00","1,235",0,2.662
11/04/1997,11.45391,"175,183,884.00","1,244",0,2.658
12/04/1997,11.456617,"175,374,206.00","1,246",0,2.658
13/04/1997,11.459841,"175,423,550.00","1,246",0,2.658
14/04/1997,11.472443,"176,595,836.00","1,252",0,2.6605
15/04/1997,11.509976,"176,992,836.00","1,256",0,2.6585
16/04/1997,11.50851,"177,164,739.00","1,261",0,2.659
17/04/1997,11.485499,"177,736,915.00","1,272",0,2.661
18/04/1997,11.492037,"178,321,742.00","1,276",0,2.662
19/04/1997,11.494268,"178,394,963.00","1,279",0,2.662
20/04/1997,11.4965,"178,429,594.00","1,279",0,2.662
21/04/1997,11.505822,"178,756,662.00","1,283",0,2.664
22/04/1997,11.515657,"179,059,101.00","1,286",0,2.664
23/04/1997,11.5176,"179,144,632.00","1,287",0,2.66
24/04/1997,11.51624,"180,795,005.00","1,289",0,2.6615
25/04/1997,11.51897,"181,065,193.00","1,297",0,2.661
26/04/1997,11.52125,"181,701,314.00","1,300",0,2.661
27/04/1997,11.5235,"181,736,812.00","1,300",0,2.661
28/04/1997,11.537965,"182,183,735.00","1,303",0,2.664
29/04/1997,11.530282,"182,125,848.00","1,304",0,2.6645
30/04/1997,11.538446,"185,464,824.00","1,310",0,2.664
01/05/1997,11.540746,"185,501,796.00","1,310",0,2.664
02/05/1997,11.54219,"186,981,391.00","1,319",0,2.6625
03/05/1997,11.544444,"187,047,269.00","1,320",0,2.6625
04/05/1997,11.546627,"187,082,649.00","1,320",0,2.6625
05/05/1997,11.548414,"187,236,128.00","1,328",0,2.664
06/05/1997,11.551729,"188,100,902.00","1,337",0,2.6655
07/05/1997,11.560404,"186,780,944.00","1,349",0,2.6625
08/05/1997,11.564953,"187,460,003.00","1,363",0,2.663
09/05/1997,11.56667,"191,562,668.00","1,374",0,2.6655
10/05/1997,11.568847,"191,608,191.00","1,375",0,2.6655
11/05/1997,11.571027,"191,644,299.00","1,375",0,2.6655
12/05/1997,11.584778,"192,770,194.00","1,376",0,2.6695
13/05/1997,11.573324,"192,711,819.00","1,381",0,2.6685
14/05/1997,11.57091,"193,700,967.00","1,386",0,2.666
15/05/1997,11.573544,"194,208,201.00","1,396",0,2.661
16/05/1997,11.575724,"193,741,547.00","1,401",0,2.6615
17/05/1997,11.578283,"193,789,691.00","1,402",0,2.6615
18/05/1997,11.580532,"193,827,341.00","1,402",0,2.6615
19/05/1997,11.579414,"185,415,355.00","1,400",0,2.66
20/05/1997,11.581795,"185,405,523.00","1,403",0,2.6585
21/05/1997,11.583959,"184,497,595.00","1,407",0,2.6625
22/05/1997,11.591335,"187,772,661.00","1,402",0,2.6645
23/05/1997,11.594654,"188,788,284.00","1,410",0,2.6645
24/05/1997,11.596934,"188,945,312.00","1,413",0,2.6645
25/05/1997,11.599214,"188,982,455.00","1,413",0,2.6645
26/05/1997,11.599529,"198,315,434.00","1,413",0,2.663
27/05/1997,11.600533,"199,858,756.00","1,421",0,2.6625
28/05/1997,11.607151,"198,756,352.00","1,426",0,2.663
29/05/1997,11.619421,"204,999,936.00","1,429",0,2.6645
30/05/1997,11.619292,"204,440,538.00","1,434",0,2.665
31/05/1997,11.62171,"204,953,429.00","1,437",0,2.665
01/06/1997,11.624133,"204,996,086.00","1,437",0,2.665
02/06/1997,11.599198,"210,440,872.00","1,446",0,2.6665
03/06/1997,11.623347,"209,521,057.00","1,446",0,2.66
04/06/1997,11.626712,"210,752,120.00","1,456",0,2.659
05/06/1997,11.631987,"211,532,249.00","1,457",0,2.661
06/06/1997,11.634995,"213,266,319.00","1,454",0,2.661
07/06/1997,11.637173,"213,405,070.00","1,457",0,2.661
08/06/1997,11.639437,"213,446,586.00","1,457",0,2.661
09/06/1997,11.649979,"213,723,462.00","1,459",0,2.66
10/06/1997,11.646508,"213,334,853.00","1,460",0,2.6585
11/06/1997,11.648751,"213,404,284.00","1,460",0,2.6585
12/06/1997,11.65207,"213,963,435.00","1,461",0,2.659
13/06/1997,11.65135,"213,969,457.00","1,459",0,2.659
14/06/1997,11.6535,"214,008,788.00","1,459",0,2.659
15/06/1997,11.657743,"214,086,793.00","1,459",0,2.659
16/06/1997,11.660658,"214,610,783.00","1,463",0,2.658
17/06/1997,11.664237,"205,158,288.00","1,468",0,2.655
18/06/1997,11.677046,"207,580,415.00","1,475",0,2.653
19/06/1997,11.67941,"207,827,748.00","1,481",0,2.6495
20/06/1997,11.68155,"207,745,366.00","1,479",0,2.649
21/06/1997,11.683743,"207,908,043.00","1,484",0,2.649
22/06/1997,11.685937,"207,947,073.00","1,484",0,2.649
23/06/1997,11.687885,"208,020,627.00","1,484",0,2.6525
24/06/1997,11.694373,"208,768,074.00","1,493",0,2.652
25/06/1997,11.689589,"209,334,034.00","1,492",0,2.6505
26/06/1997,11.692867,"208,822,050.00","1,494",0,2.6465
27/06/1997,11.69895,"209,078,605.00","1,496",0,2.649
28/06/1997,11.70131,"209,124,652.00","1,497",0,2.649
29/06/1997,11.7071,"209,228,125.00","1,497",0,2.649
30/06/1997,11.710956,"210,218,431.00","1,507",0,2.652
01/07/1997,11.719182,"208,621,984.00","1,509",0,2.651
02/07/1997,11.721781,"208,646,615.00","1,512",0,2.6505
03/07/1997,11.726973,"208,635,025.00","1,518",0,2.648
04/07/1997,11.729137,"209,174,945.00","1,521",0,2.65
05/07/1997,11.731542,"209,233,998.00","1,522",0,2.65
06/07/1997,11.733947,"209,276,896.00","1,522",0,2.65
07/07/1997,11.72007,"209,059,195.00","1,521",0,2.651
08/07/1997,11.710186,"208,657,576.00","1,517",0,2.652
09/07/1997,11.712528,"209,077,472.00","1,522",0,2.6545
10/07/1997,11.717902,"209,323,258.00","1,525",0,2.6545
11/07/1997,11.730371,"213,241,822.00","1,530",0,2.6495
12/07/1997,11.733263,"213,461,315.00","1,533",0,2.6495
13/07/1997,11.735724,"213,506,086.00","1,533",0,2.6495
14/07/1997,11.729135,"213,713,785.00","1,530",0,2.6485
15/07/1997,11.729957,"220,872,714.00","1,530",0,2.648
16/07/1997,11.732154,"221,089,362.00","1,535",0,2.65
17/07/1997,11.740814,"225,989,475.00","1,537",0,2.6535
18/07/1997,11.735338,"226,425,494.00","1,535",0,2.654
19/07/1997,11.737738,"226,584,613.00","1,538",0,2.654
20/07/1997,11.740158,"226,631,320.00","1,538",0,2.654
21/07/1997,11.742579,"226,186,130.00","1,533",0,2.654
22/07/1997,11.749026,"226,028,134.00","1,534",0,2.65
23/07/1997,11.751396,"228,510,987.00","1,539",0,2.6495
24/07/1997,11.753811,"233,072,618.00","1,542",0,2.6535
25/07/1997,11.752434,"233,209,241.00","1,541",0,2.6535
26/07/1997,11.754831,"233,336,604.00","1,543",0,2.6535
27/07/1997,11.757207,"233,383,763.00","1,543",0,2.6535
28/07/1997,11.759582,"233,430,917.00","1,543",0,2.6535
29/07/1997,11.764264,"233,523,844.00","1,543",0,2.6535
30/07/1997,11.766678,"235,073,682.00","1,551",0,2.6535
31/07/1997,11.769025,"236,203,827.00","1,554",0,2.655
01/08/1997,11.768563,"236,692,366.00","1,561",0,2.652
02/08/1997,11.770963,"236,937,098.00","1,566",0,2.652
03/08/1997,11.773362,"236,985,393.00","1,566",0,2.652
04/08/1997,11.771301,"234,391,317.00","1,563",0,2.6525
05/08/1997,11.773746,"233,771,334.00","1,559",0,2.6535
06/08/1997,11.778133,"234,111,381.00","1,559",0,2.6565
07/08/1997,11.781185,"234,362,675.00","1,561",0,2.6565
08/08/1997,11.77116,"234,724,018.00","1,563",0,2.66
09/08/1997,11.77354,"235,355,258.00","1,568",0,2.66
10/08/1997,11.775908,"235,402,668.00","1,568",0,2.66
11/08/1997,11.778753,"235,066,454.00","1,568",0,2.6555
12/08/1997,11.781159,"235,059,802.00","1,574",0,2.6545
13/08/1997,11.782793,"234,752,765.00","1,572",0,2.653
14/08/1997,11.786566,"234,455,670.00","1,576",0,2.65
15/08/1997,11.79057,"234,612,530.00","1,580",0,2.6465
16/08/1997,11.793093,"234,959,742.00","1,584",0,2.6465
17/08/1997,11.795854,"235,014,758.00","1,584",0,2.6465
18/08/1997,11.795778,"235,087,318.00","1,588",0,2.6465
19/08/1997,11.796159,"234,974,800.00","1,586",0,2.65
20/08/1997,11.798023,"234,227,036.00","1,588",0,2.6525
21/08/1997,11.805567,"233,810,351.00","1,590",0,2.652
22/08/1997,11.807588,"234,290,536.00","1,593",0,2.652
23/08/1997,11.810424,"234,360,075.00","1,594",0,2.652
24/08/1997,11.81297,"234,410,591.00","1,594",0,2.652
25/08/1997,11.829775,"238,358,353.00","1,597",0,2.656
26/08/1997,11.833271,"237,384,478.00","1,598",0,2.656
27/08/1997,11.836151,"235,903,749.00","1,600",0,2.655
28/08/1997,11.842179,"237,919,561.00","1,610",0,2.655
29/08/1997,11.844728,"238,156,675.00","1,609",0,2.6545
30/08/1997,11.847166,"239,597,520.00","1,611",0,2.6545
31/08/1997,11.84965,"239,647,768.00","1,611",0,2.6545
01/09/1997,11.854557,"239,852,586.00","1,613",0,2.6555
02/09/1997,11.857091,"236,445,964.00","1,615",0,2.6555
03/09/1997,11.859493,"236,439,688.00","1,618",0,2.6535
04/09/1997,11.868039,"236,652,199.00","1,597",0,2.652
05/09/1997,11.871064,"236,887,273.00","1,601",0,2.6475
06/09/1997,11.874003,"236,945,921.00","1,601",0,2.6475
07/09/1997,11.879619,"237,057,984.00","1,601",0,2.6475
08/09/1997,11.882416,"236,628,549.00","1,598",0,2.647
09/09/1997,11.886134,"236,597,128.00","1,603",0,2.646
10/09/1997,11.889009,"262,968,431.00","1,602",0,2.645
11/09/1997,11.896241,"263,121,050.00","1,607",0,2.6425
12/09/1997,11.902406,"262,719,104.00","1,606",0,2.634
13/09/1997,11.90498,"262,880,448.00","1,609",0,2.634
14/09/1997,11.90755,"262,937,245.00","1,609",0,2.634
15/09/1997,11.901648,"263,134,083.00","1,613",0,2.636
16/09/1997,11.9058,"263,482,448.00","1,618",0,2.6385
17/09/1997,11.907806,"264,109,439.00","1,624",0,2.6415
18/09/1997,11.912169,"263,841,205.00","1,618",0,2.639
19/09/1997,11.921334,"259,454,580.00","1,621",0,2.6355
20/09/1997,11.923894,"259,896,381.00","1,622",0,2.6355
21/09/1997,11.926452,"259,952,135.00","1,622",0,2.6355
22/09/1997,11.929906,"259,450,008.00","1,622",0,2.633
23/09/1997,11.919512,"260,752,545.00","1,626",0,2.639
24/09/1997,11.931833,"261,353,783.00","1,633",0,2.642
25/09/1997,11.936589,"261,855,588.00","1,634",0,2.643
26/09/1997,11.939638,"267,035,341.00","1,639",0,2.644
27/09/1997,11.942116,"267,261,629.00","1,643",0,2.644
28/09/1997,11.944568,"267,316,517.00","1,643",0,2.644
29/09/1997,11.945461,"268,105,123.00","1,643",0,2.6485
30/09/1997,11.949478,"269,467,748.00","1,647",0,2.6505
01/10/1997,11.954807,"269,002,293.00","1,650",0,2.643
