"","variable","Créditos Atrasados / Créditos Directos","Créditos Refinanciados y Reestructurados / Créditos Directos","Gastos de Operación / Margen Financiero Total","Periodo","mes","mes2"
"337","America Financiera",1.03,0.41,62.38,"2012","Febrero","2012-02-28"
"338","Mitsui.Auto.Finance",2.64,0,60.24,"2012","Febrero","2012-02-28"
"339","Total Empresas Financieras",3.57,0.95,50.32,"2012","Febrero","2012-02-28"
"340","CrediScotia",3.35,1.34,43.55,"2012","Marzo","2012-03-31"
"341","TFC",5.06,4.3,59.46,"2012","Marzo","2012-03-31"
"342","Edyficar",4.02,0.27,53.91,"2012","Marzo","2012-03-31"
"343","Compartamos Financiera",4.27,0.18,51.57,"2012","Marzo","2012-03-31"
"344","Confianza",4.04,0.67,64.02,"2012","Marzo","2012-03-31"
"345","Financiera Efectiva",3.75,0,64.32,"2012","Marzo","2012-03-31"
"346","Financiera Universal",4.13,0.36,98.65,"2012","Marzo","2012-03-31"
"347","Financiera Uno",4.6,2.12,66.63,"2012","Marzo","2012-03-31"
"348","America Financiera",1.12,0.37,56.95,"2012","Marzo","2012-03-31"
"349","Mitsui.Auto.Finance",2.5,0,60.15,"2012","Marzo","2012-03-31"
"350","Total Empresas Financieras",3.52,0.97,50.53,"2012","Marzo","2012-03-31"
"351","CrediScotia",3.57,1.35,43.94,"2012","Abril","2012-04-30"
"352","TFC",5.33,4.2,60.98,"2012","Abril","2012-04-30"
"353","Edyficar",4.13,0.26,54.34,"2012","Abril","2012-04-30"
"354","Compartamos Financiera",4.83,0.19,52.78,"2012","Abril","2012-04-30"
"355","Confianza",4.13,0.62,64.58,"2012","Abril","2012-04-30"
"356","Financiera Efectiva",3.95,0,65.61,"2012","Abril","2012-04-30"
"357","Financiera Universal",3.7,0.34,98.6,"2012","Abril","2012-04-30"
"358","Financiera Uno",4.61,2.29,68.18,"2012","Abril","2012-04-30"
"359","America Financiera",1.23,0.35,58.12,"2012","Abril","2012-04-30"
"360","Mitsui.Auto.Finance",2.61,0,61.57,"2012","Abril","2012-04-30"
"361","Total Empresas Financieras",3.72,0.97,51.17,"2012","Abril","2012-04-30"
"362","CrediScotia",3.73,1.36,43.93,"2012","Mayo","2012-05-31"
"363","TFC",5.6,4.24,60.98,"2012","Mayo","2012-05-31"
"364","Edyficar",4.19,0.26,54.42,"2012","Mayo","2012-05-31"
"365","Compartamos Financiera",5.04,0.17,54,"2012","Mayo","2012-05-31"
"366","Confianza",4.04,0.63,64.37,"2012","Mayo","2012-05-31"
"367","Financiera Efectiva",4.02,0,65.4,"2012","Mayo","2012-05-31"
"368","Financiera Universal",3.92,0.4,96.75,"2012","Mayo","2012-05-31"
"369","Financiera Uno",4.5,2.42,68,"2012","Mayo","2012-05-31"
"370","America Financiera",1.48,0.31,55.92,"2012","Mayo","2012-05-31"
"371","Mitsui.Auto.Finance",2.66,0,58.14,"2012","Mayo","2012-05-31"
"372","Total Empresas Financieras",3.85,0.96,51.17,"2012","Mayo","2012-05-31"
"373","CrediScotia",3.76,1.4,43.82,"2012","Junio","2012-06-30"
"374","TFC",6.03,4.13,61.36,"2012","Junio","2012-06-30"
"375","Edyficar",4.22,0.25,54.43,"2012","Junio","2012-06-30"
"376","Compartamos Financiera",4.95,0.17,55.24,"2012","Junio","2012-06-30"
"377","Confianza",4.05,0.59,65.27,"2012","Junio","2012-06-30"
"378","Financiera Efectiva",3.92,0,65.33,"2012","Junio","2012-06-30"
"379","Financiera Universal",4.34,0.52,96.67,"2012","Junio","2012-06-30"
"380","Financiera Uno",4.23,2.58,66.33,"2012","Junio","2012-06-30"
"381","America Financiera",1.28,0.56,55.81,"2012","Junio","2012-06-30"
"382","Mitsui.Auto.Finance",2.73,0,57.11,"2012","Junio","2012-06-30"
"383","Total Empresas Financieras",3.87,0.99,51.24,"2012","Junio","2012-06-30"
"384","CrediScotia",4,1.41,43.84,"2012","Julio","2012-07-31"
"385","TFC",7.02,4.45,64.09,"2012","Julio","2012-07-31"
"386","Edyficar",4.23,0.25,54.34,"2012","Julio","2012-07-31"
"387","Compartamos Financiera",5.3,0.17,55.8,"2012","Julio","2012-07-31"
"388","Confianza",4.04,0.59,65.09,"2012","Julio","2012-07-31"
"389","Financiera Efectiva",4,0,63.7,"2012","Julio","2012-07-31"
"390","Financiera Universal",4.27,0.64,96.14,"2012","Julio","2012-07-31"
"391","Financiera Uno",4.34,2.54,64.48,"2012","Julio","2012-07-31"
"392","America Financiera",1.09,0.53,54.51,"2012","Julio","2012-07-31"
"393","Mitsui.Auto.Finance",2.96,0,51.43,"2012","Julio","2012-07-31"
"394","Total Empresas Financieras",4.05,0.99,51.17,"2012","Julio","2012-07-31"
"395","CrediScotia",4.2,1.47,43.92,"2012","Agosto","2012-08-31"
"396","TFC",6.86,4.82,65.14,"2012","Agosto","2012-08-31"
"397","Edyficar",4.19,0.26,54.08,"2012","Agosto","2012-08-31"
"398","Compartamos Financiera",5.61,0.18,55.72,"2012","Agosto","2012-08-31"
"399","Confianza",4.11,0.56,65.01,"2012","Agosto","2012-08-31"
"400","Financiera Efectiva",3.98,0,62.31,"2012","Agosto","2012-08-31"
"401","Financiera Universal",4.85,0.71,95.63,"2012","Agosto","2012-08-31"
"402","Financiera Uno",4.88,2.53,63.3,"2012","Agosto","2012-08-31"
"403","America Financiera",1.5,0.52,54.06,"2012","Agosto","2012-08-31"
"404","Mitsui.Auto.Finance",3.03,0,49.43,"2012","Agosto","2012-08-31"
"405","Proempresa",5.19,0.84,73.59,"2012","Agosto","2012-08-31"
"406","Total Empresas Financieras",4.23,1.03,51.62,"2012","Agosto","2012-08-31"
"407","CrediScotia",4.19,1.51,44.49,"2012","Septiembre","2012-09-30"
"408","TFC",6.91,5.13,65.7,"2012","Septiembre","2012-09-30"
"409","Edyficar",4.08,0.25,54.33,"2012","Septiembre","2012-09-30"
"410","Compartamos Financiera",5.49,0.17,56.16,"2012","Septiembre","2012-09-30"
"411","Confianza",3.54,0.57,65.63,"2012","Septiembre","2012-09-30"
"412","Financiera Efectiva",3.96,0,61.7,"2012","Septiembre","2012-09-30"
"413","Financiera Universal",5.3,0.87,95.97,"2012","Septiembre","2012-09-30"
"414","Financiera Uno",5.33,2.52,62.82,"2012","Septiembre","2012-09-30"
"415","America Financiera",1.23,0.5,53.02,"2012","Septiembre","2012-09-30"
"416","Mitsui.Auto.Finance",3.11,0,51.01,"2012","Septiembre","2012-09-30"
"417","Proempresa",5.21,0.83,73.24,"2012","Septiembre","2012-09-30"
"418","Total Empresas Financieras",4.16,1.05,52.05,"2012","Septiembre","2012-09-30"
"419","CrediScotia",5.04,1.54,44.5,"2012","Octubre","2012-10-31"
"420","TFC",6.75,5.43,65.97,"2012","Octubre","2012-10-31"
"421","Edyficar",3.98,0.26,54.12,"2012","Octubre","2012-10-31"
"422","Compartamos Financiera",5.36,0.17,56.35,"2012","Octubre","2012-10-31"
"423","Confianza",2.63,0.56,65.25,"2012","Octubre","2012-10-31"
"424","Financiera Efectiva",4.01,0,61.49,"2012","Octubre","2012-10-31"
"425","Financiera Universal",6.75,0.97,96.53,"2012","Octubre","2012-10-31"
"426","Financiera Uno",5.73,2.68,62.45,"2012","Octubre","2012-10-31"
"427","America Financiera",1.31,0.47,52.34,"2012","Octubre","2012-10-31"
"428","Mitsui.Auto.Finance",3.29,0,50.51,"2012","Octubre","2012-10-31"
"429","Proempresa",5.33,0.87,73.15,"2012","Octubre","2012-10-31"
"430","Total Empresas Financieras",4.47,1.06,52.01,"2012","Octubre","2012-10-31"
"431","CrediScotia",4.91,1.62,44.48,"2012","Noviembre","2012-11-30"
"432","TFC",7.58,3.26,68.6,"2012","Noviembre","2012-11-30"
"433","Edyficar",3.94,0.25,54.11,"2012","Noviembre","2012-11-30"
"434","Compartamos Financiera",5.39,0.14,56.4,"2012","Noviembre","2012-11-30"
"435","Confianza",2.09,0.55,64.81,"2012","Noviembre","2012-11-30"
"436","Financiera Efectiva",3.91,0,61.21,"2012","Noviembre","2012-11-30"
"437","Financiera Universal",7.74,1.02,97.59,"2012","Noviembre","2012-11-30"
"438","Financiera Uno",5.73,2.78,63.21,"2012","Noviembre","2012-11-30"
"439","America Financiera",1.42,0.44,52.11,"2012","Noviembre","2012-11-30"
"440","Mitsui.Auto.Finance",3.24,0,51.56,"2012","Noviembre","2012-11-30"
"441","Proempresa",4.86,0.81,73.73,"2012","Noviembre","2012-11-30"
"442","Total Empresas Financieras",4.39,1,52.16,"2012","Noviembre","2012-11-30"
"443","CrediScotia",5.25,1.66,44.59,"2012","Diciembre","2012-12-31"
"444","TFC",8.13,9.97,69.71,"2012","Diciembre","2012-12-31"
"445","Edyficar",3.92,0.24,54.19,"2012","Diciembre","2012-12-31"
"446","Compartamos Financiera",4.55,0.11,55.78,"2012","Diciembre","2012-12-31"
"447","Confianza",1.62,0.56,64.19,"2012","Diciembre","2012-12-31"
"448","Financiera Efectiva",3.87,0,60.83,"2012","Diciembre","2012-12-31"
"449","Financiera Universal",5.36,2.97,84.24,"2012","Diciembre","2012-12-31"
"450","Financiera Uno",4.45,2.58,63.89,"2012","Diciembre","2012-12-31"
"451","America Financiera",1.93,1.16,52.36,"2012","Diciembre","2012-12-31"
"452","Mitsui.Auto.Finance",3.64,0,52.98,"2012","Diciembre","2012-12-31"
"453","Proempresa",4.58,0.79,73.87,"2012","Diciembre","2012-12-31"
"454","Total Empresas Financieras",4.46,1.32,52.71,"2012","Diciembre","2012-12-31"
"455","CrediScotia",5.58,1.48,43.83,"2013","Enero","2013-01-31"
"456","TFC",8.48,10.82,60.74,"2013","Enero","2013-01-31"
"457","Edyficar",3.97,0.23,58.83,"2013","Enero","2013-01-31"
"458","Compartamos Financiera",4.64,0.11,55.71,"2013","Enero","2013-01-31"
"459","Confianza",1.63,0.55,61.24,"2013","Enero","2013-01-31"
"460","Financiera Efectiva",3.98,0,63.45,"2013","Enero","2013-01-31"
"461","Financiera Universal",6.15,2.99,68.42,"2013","Enero","2013-01-31"
"462","Financiera Uno",5.94,2.68,91.83,"2013","Enero","2013-01-31"
"463","America Financiera",2.05,1.07,60.33,"2013","Enero","2013-01-31"
"464","Mitsui.Auto.Finance",6.46,0,44.09,"2013","Enero","2013-01-31"
"465","Proempresa",5.18,0.74,76.63,"2013","Enero","2013-01-31"
"466","Total Empresas Financieras",4.81,1.25,53.75,"2013","Enero","2013-01-31"
"467","CrediScotia",5.5,1.51,45.48,"2013","Febrero","2013-02-28"
"468","TFC",9.46,10.85,63.64,"2013","Febrero","2013-02-28"
"469","Edyficar",4.06,0.23,61.96,"2013","Febrero","2013-02-28"
"470","Compartamos Financiera",4.9,0.1,57.45,"2013","Febrero","2013-02-28"
"471","Confianza",1.62,0.56,65.31,"2013","Febrero","2013-02-28"
"472","Financiera Efectiva",4.08,0,63.19,"2013","Febrero","2013-02-28"
"473","Financiera Universal",3.92,3.05,74.66,"2013","Febrero","2013-02-28"
"474","Financiera Uno",4.12,2.78,92.6,"2013","Febrero","2013-02-28"
"475","America Financiera",2.19,1.08,64.28,"2013","Febrero","2013-02-28"
"476","Mitsui.Auto.Finance",7.31,0,47.47,"2013","Febrero","2013-02-28"
"477","Proempresa",5.19,0.74,79.27,"2013","Febrero","2013-02-28"
"478","Total Empresas Financieras",4.77,1.24,56.06,"2013","Febrero","2013-02-28"
"479","CrediScotia",6.09,1.5,44.18,"2013","Marzo","2013-03-31"
"480","TFC",10.71,9.82,63.66,"2013","Marzo","2013-03-31"
"481","Edyficar",3.99,0.23,57.41,"2013","Marzo","2013-03-31"
"482","Compartamos Financiera",5.09,0.11,58.91,"2013","Marzo","2013-03-31"
"483","Confianza",1.64,0.56,64.02,"2013","Marzo","2013-03-31"
"484","Financiera Efectiva",3.73,0,58.22,"2013","Marzo","2013-03-31"
"485","Financiera Universal",4.67,3,76.32,"2013","Marzo","2013-03-31"
"486","Financiera Uno",3.99,2.92,97.32,"2013","Marzo","2013-03-31"
"487","America Financiera",0,0,69.06,"2013","Marzo","2013-03-31"
"488","Mitsui.Auto.Finance",7.21,0,48.62,"2013","Marzo","2013-03-31"
"489","Proempresa",5.23,0.76,76.68,"2013","Marzo","2013-03-31"
"490","Total Empresas Financieras",5.17,1.19,54.55,"2013","Marzo","2013-03-31"
"491","CrediScotia",6.2,1.55,44.9,"2013","Abril","2013-04-30"
"492","TFC",12.6,9.8,66.99,"2013","Abril","2013-04-30"
"493","Edyficar",3.93,0.24,56.72,"2013","Abril","2013-04-30"
"494","Compartamos Financiera",5.32,0.1,60.35,"2013","Abril","2013-04-30"
"495","Confianza",1.52,0.56,63.16,"2013","Abril","2013-04-30"
"496","Financiera Efectiva",3.94,0,58.95,"2013","Abril","2013-04-30"
"497","Financiera Universal",5.36,2.95,77.54,"2013","Abril","2013-04-30"
"498","Financiera Uno",4.12,2.84,105.1,"2013","Abril","2013-04-30"
"499","America Financiera",6.35,0,77.01,"2013","Abril","2013-04-30"
"500","Mitsui.Auto.Finance",6.37,0,48,"2013","Abril","2013-04-30"
"501","Proempresa",6.11,0.78,77.13,"2013","Abril","2013-04-30"
"502","Total Empresas Financieras",5.25,1.18,55.22,"2013","Abril","2013-04-30"
"503","CrediScotia",6.43,1.62,45.49,"2013","Mayo","2013-05-31"
"504","TFC",12.78,9.78,67.4,"2013","Mayo","2013-05-31"
"505","Edyficar",3.99,0.25,55.65,"2013","Mayo","2013-05-31"
"506","Compartamos Financiera",5.37,0.12,62.06,"2013","Mayo","2013-05-31"
"507","Confianza",2.83,1.11,71.38,"2013","Mayo","2013-05-31"
"508","Financiera Efectiva",3.97,0,59.28,"2013","Mayo","2013-05-31"
"509","Financiera Universal",5.34,2.99,77.77,"2013","Mayo","2013-05-31"
"510","Financiera Uno",4.05,2.59,111.86,"2013","Mayo","2013-05-31"
"511","America Financiera",0,0,79.58,"2013","Mayo","2013-05-31"
"512","Mitsui.Auto.Finance",6.65,0,47.87,"2013","Mayo","2013-05-31"
"513","Proempresa",5.1,1.59,77.31,"2013","Mayo","2013-05-31"
"514","Total Empresas Financieras",5.21,1.24,56.61,"2013","Mayo","2013-05-31"
"515","CrediScotia",6.46,1.71,46.15,"2013","Junio","2013-06-30"
"516","TFC",15.29,14.69,69.5,"2013","Junio","2013-06-30"
"517","Edyficar",4.01,0.27,55.61,"2013","Junio","2013-06-30"
"518","Compartamos Financiera",5.58,0.15,62.73,"2013","Junio","2013-06-30"
"519","Confianza",3.04,1.07,72.16,"2013","Junio","2013-06-30"
"520","Financiera Efectiva",3.92,0,59.82,"2013","Junio","2013-06-30"
"521","Financiera Universal",5.79,3,78.87,"2013","Junio","2013-06-30"
"522","Financiera Uno",3.68,2.5,111.01,"2013","Junio","2013-06-30"
"523","America Financiera",0,0,84.98,"2013","Junio","2013-06-30"
"524","Mitsui.Auto.Finance",6.88,0,49.25,"2013","Junio","2013-06-30"
"525","Proempresa",5.2,0.82,76.92,"2013","Junio","2013-06-30"
"526","Total Empresas Financieras",5.34,1.36,57.32,"2013","Junio","2013-06-30"
"527","CrediScotia",6.49,1.84,46.38,"2013","Julio","2013-07-31"
"528","TFC",13.01,11.86,71.39,"2013","Julio","2013-07-31"
"529","Edyficar",4.07,0.29,55.08,"2013","Julio","2013-07-31"
"530","Compartamos Financiera",5.49,0.21,62.3,"2013","Julio","2013-07-31"
"531","Confianza",3.13,1.04,72.81,"2013","Julio","2013-07-31"
"532","Financiera Efectiva",3.91,0,61.06,"2013","Julio","2013-07-31"
"533","Financiera Universal",6.26,3.02,79.77,"2013","Julio","2013-07-31"
"534","Financiera Uno",3.33,2.44,110.58,"2013","Julio","2013-07-31"
"535","America Financiera",0,0,91.51,"2013","Julio","2013-07-31"
"536","Mitsui.Auto.Finance",7.45,0,45.6,"2013","Julio","2013-07-31"
"537","Proempresa",5.57,0.69,77.16,"2013","Julio","2013-07-31"
"538","Total Empresas Financieras",5.33,1.32,57.52,"2013","Julio","2013-07-31"
"539","CrediScotia",6.29,1.94,46.88,"2013","Agosto","2013-08-31"
"540","TFC",10.64,11.71,71.7,"2013","Agosto","2013-08-31"
"541","Edyficar",4.17,0.3,54.49,"2013","Agosto","2013-08-31"
"542","Compartamos Financiera",5.59,0.24,62.19,"2013","Agosto","2013-08-31"
"543","Confianza",3.14,0.99,73.72,"2013","Agosto","2013-08-31"
"544","Financiera Efectiva",3.91,0,61.21,"2013","Agosto","2013-08-31"
"545","Financiera Universal",6.56,2.97,81.26,"2013","Agosto","2013-08-31"
"546","Financiera Uno",3.23,2.51,111.82,"2013","Agosto","2013-08-31"
"547","America Financiera",0,0,96,"2013","Agosto","2013-08-31"
"548","Mitsui.Auto.Finance",8.07,0,45.26,"2013","Agosto","2013-08-31"
"549","Proempresa",5.25,0.83,77.16,"2013","Agosto","2013-08-31"
"550","Total Empresas Financieras",5.25,1.34,57.88,"2013","Agosto","2013-08-31"
"551","CrediScotia",6.22,1.96,47.63,"2013","Septiembre","2013-09-30"
"552","TFC",7.57,11,71.84,"2013","Septiembre","2013-09-30"
"553","Edyficar",4.08,0.31,54.8,"2013","Septiembre","2013-09-30"
"554","Compartamos Financiera",5.49,0.35,62.72,"2013","Septiembre","2013-09-30"
"555","Confianza",3.16,0.91,74.08,"2013","Septiembre","2013-09-30"
"556","Financiera Efectiva",3.9,0,61.79,"2013","Septiembre","2013-09-30"
"557","Financiera Universal",6.76,2.82,81.98,"2013","Septiembre","2013-09-30"
"558","Financiera Uno",3.26,2.59,110.7,"2013","Septiembre","2013-09-30"
"559","America Financiera",0,0,99.65,"2013","Septiembre","2013-09-30"
"560","Mitsui.Auto.Finance",7.86,0,45.75,"2013","Septiembre","2013-09-30"
"561","Proempresa",5.24,0.89,77.47,"2013","Septiembre","2013-09-30"
"562","Total Empresas Financieras",5.1,1.32,58.5,"2013","Septiembre","2013-09-30"
"563","CrediScotia",6.23,2.01,47.99,"2013","Octubre","2013-10-31"
"564","TFC",6.68,10.53,74.19,"2013","Octubre","2013-10-31"
"565","Edyficar",4.05,0.35,54.66,"2013","Octubre","2013-10-31"
"566","Compartamos Financiera",5.4,0.4,61.85,"2013","Octubre","2013-10-31"
"567","Confianza",2.93,0.89,73.83,"2013","Octubre","2013-10-31"
"568","Financiera Efectiva",3.9,0,61.74,"2013","Octubre","2013-10-31"
"569","Financiera Universal",6.95,2.69,81.78,"2013","Octubre","2013-10-31"
"570","Financiera Uno",3.5,2.69,109.54,"2013","Octubre","2013-10-31"
"571","America Financiera",0,0,103.18,"2013","Octubre","2013-10-31"
"572","Mitsui.Auto.Finance",8.11,0,45.88,"2013","Octubre","2013-10-31"
"573","Proempresa",5.37,0.87,77.34,"2013","Octubre","2013-10-31"
"574","Financiera.Nueva.Visión...",5.78,1.21,76.58,"2013","Octubre","2013-10-31"
"575","Total Empresas Financieras",5.06,1.32,58.93,"2013","Octubre","2013-10-31"
"576","CrediScotia",6.47,2.08,48.7,"2013","Noviembre","2013-11-30"
"577","TFC",6.01,6.15,74.47,"2013","Noviembre","2013-11-30"
"578","Edyficar",3.94,0.35,54.48,"2013","Noviembre","2013-11-30"
"579","Compartamos Financiera",5.27,0.43,61.12,"2013","Noviembre","2013-11-30"
"580","Confianza",2.95,0.88,73.83,"2013","Noviembre","2013-11-30"
"581","Financiera Efectiva",4.02,0,61.33,"2013","Noviembre","2013-11-30"
"582","Financiera Universal",6.93,2.5,82.07,"2013","Noviembre","2013-11-30"
"583","Financiera Uno",3.89,2.71,109.34,"2013","Noviembre","2013-11-30"
"584","America Financiera",0,0,104.56,"2013","Noviembre","2013-11-30"
"585","Mitsui.Auto.Finance",8.27,0,46.51,"2013","Noviembre","2013-11-30"
"586","Proempresa",4.9,1.01,77.57,"2013","Noviembre","2013-11-30"
"587","Financiera.Nueva.Visión.",5.79,1.18,75.96,"2013","Noviembre","2013-11-30"
"588","Total Empresas Financieras",5.08,1.23,59.22,"2013","Noviembre","2013-11-30"
"589","CrediScotia",7.15,2.04,48.75,"2013","Diciembre","2013-12-31"
"590","TFC",5.94,5.21,76.51,"2013","Diciembre","2013-12-31"
"591","Edyficar",3.91,0.36,54.22,"2013","Diciembre","2013-12-31"
"592","Compartamos Financiera",4.95,0.47,60.4,"2013","Diciembre","2013-12-31"
"593","Confianza",2.82,0.86,73.68,"2013","Diciembre","2013-12-31"
"594","Financiera Efectiva",3.91,0,58.54,"2013","Diciembre","2013-12-31"
"595","Financiera Universal",5.53,2.48,81.46,"2013","Diciembre","2013-12-31"
"596","Financiera Uno",4.48,2.29,112.44,"2013","Diciembre","2013-12-31"
"597","America Financiera",0,0,103.59,"2013","Diciembre","2013-12-31"
"598","Mitsui.Auto.Finance",8.66,0,48.19,"2013","Diciembre","2013-12-31"
"599","Proempresa",4.59,1.14,76.81,"2013","Diciembre","2013-12-31"
"600","Financiera.Nueva.Visión.",5.77,1.18,76.12,"2013","Diciembre","2013-12-31"
"601","Total Empresas Financieras",5.21,1.19,59.26,"2013","Diciembre","2013-12-31"
"602","CrediScotia",7.57,2.06,50.44,"2014","Enero","2014-01-31"
"603","TFC",5.31,5.07,121.14,"2014","Enero","2014-01-31"
"604","Edyficar",3.96,0.36,54.49,"2014","Enero","2014-01-31"
"605","Compartamos Financiera",5.16,0.45,61.17,"2014","Enero","2014-01-31"
"606","Confianza",2.92,0.89,73.33,"2014","Enero","2014-01-31"
"607","Financiera Efectiva",4.03,0,57.23,"2014","Enero","2014-01-31"
"608","Financiera Universal",5.95,2.49,89.26,"2014","Enero","2014-01-31"
"609","Financiera Uno",5.24,2.49,75.18,"2014","Enero","2014-01-31"
"610","America Financiera",0,0,206.47,"2014","Enero","2014-01-31"
"611","Mitsui.Auto.Finance",8.75,0,43.2,"2014","Enero","2014-01-31"
"612","Proempresa",5.05,1.11,71.81,"2014","Enero","2014-01-31"
"613","Financiera.Nueva.Visión.",5.86,1.13,51.94,"2014","Enero","2014-01-31"
"614","Total Empresas Financieras",5.41,1.2,59.02,"2014","Enero","2014-01-31"
"615","CrediScotia",7.76,2.12,49.82,"2014","Febrero","2014-02-28"
"616","TFC",5.18,4.96,123.01,"2014","Febrero","2014-02-28"
"617","Edyficar",4.13,0.36,57.83,"2014","Febrero","2014-02-28"
"618","Compartamos Financiera",5.41,0.41,63.61,"2014","Febrero","2014-02-28"
"619","Confianza",3.11,0.88,76.96,"2014","Febrero","2014-02-28"
"620","Financiera Efectiva",4.12,0,59.27,"2014","Febrero","2014-02-28"
"621","Financiera Universal",6.38,2.45,86.73,"2014","Febrero","2014-02-28"
"622","Financiera Uno",5.23,2.62,79.9,"2014","Febrero","2014-02-28"
"623","America Financiera",0,0,256.36,"2014","Febrero","2014-02-28"
"624","Mitsui.Auto.Finance",9.14,0,44.74,"2014","Febrero","2014-02-28"
"625","Proempresa",5.02,1.08,73.55,"2014","Febrero","2014-02-28"
"626","Financiera.Nueva.Visión.",6.17,1.08,55.63,"2014","Febrero","2014-02-28"
"627","Total Empresas Financieras",5.59,1.2,60.75,"2014","Febrero","2014-02-28"
"628","CrediScotia",7.83,2.15,50.23,"2014","Marzo","2014-03-31"
"629","TFC",5.29,4.95,121.95,"2014","Marzo","2014-03-31"
"630","Edyficar",3.96,0.37,56.71,"2014","Marzo","2014-03-31"
"631","Compartamos Financiera",5.75,0.42,62.06,"2014","Marzo","2014-03-31"
"632","Confianza",3.22,0.89,76.17,"2014","Marzo","2014-03-31"
"633","Financiera Efectiva",4.02,0,58.74,"2014","Marzo","2014-03-31"
"634","Financiera Universal",5.8,2.51,82.52,"2014","Marzo","2014-03-31"
"635","Financiera Uno",5.39,2.88,76.06,"2014","Marzo","2014-03-31"
"636","America Financiera",0,0,255.32,"2014","Marzo","2014-03-31"
"637","Mitsui.Auto.Finance",9.37,0,44.97,"2014","Marzo","2014-03-31"
"638","Proempresa",4.98,1.11,72.44,"2014","Marzo","2014-03-31"
"639","Financiera.Nueva.Visión.",6.14,1.15,79.42,"2014","Marzo","2014-03-31"
"640","Total Empresas Financieras",5.6,1.22,60.34,"2014","Marzo","2014-03-31"
"641","CrediScotia",7.66,2.16,50.89,"2014","Abril","2014-04-30"
"642","TFC",5.05,3.35,113.77,"2014","Abril","2014-04-30"
"643","Edyficar",3.95,0.38,57.62,"2014","Abril","2014-04-30"
"644","Compartamos Financiera",6.2,0.46,61.54,"2014","Abril","2014-04-30"
"645","Confianza",3.41,0.86,76.54,"2014","Abril","2014-04-30"
"646","Financiera Efectiva",4.24,0,58.54,"2014","Abril","2014-04-30"
"647","Financiera Universal",6.25,2.51,82.24,"2014","Abril","2014-04-30"
"648","Financiera Uno",6.01,3.09,73.39,"2014","Abril","2014-04-30"
"649","America Financiera",0,0,270.77,"2014","Abril","2014-04-30"
"650","Mitsui.Auto.Finance",9.29,0,45.22,"2014","Abril","2014-04-30"
"651","Proempresa",5.24,1.06,72.31,"2014","Abril","2014-04-30"
"652","Financiera.Nueva.Visión.",8.25,1.15,103.58,"2014","Abril","2014-04-30"
"653","Total Empresas Financieras",5.68,1.18,60.81,"2014","Abril","2014-04-30"
"654","CrediScotia",7.53,2.2,50.38,"2014","Mayo","2014-05-31"
"655","TFC",4.73,3.5,109.36,"2014","Mayo","2014-05-31"
"656","Edyficar",3.99,0.41,58.33,"2014","Mayo","2014-05-31"
"657","Compartamos Financiera",6.47,0.51,61.82,"2014","Mayo","2014-05-31"
"658","Confianza",3.45,0.96,76.4,"2014","Mayo","2014-05-31"
"659","Financiera Efectiva",4.17,0,58.37,"2014","Mayo","2014-05-31"
"660","Financiera Universal",5.95,2.62,80.98,"2014","Mayo","2014-05-31"
"661","Financiera Uno",6.52,3.15,73.56,"2014","Mayo","2014-05-31"
"662","America Financiera",0,0,339.21,"2014","Mayo","2014-05-31"
"663","Mitsui.Auto.Finance",9.34,0,45.51,"2014","Mayo","2014-05-31"
"664","Proempresa",5.15,1.08,72.03,"2014","Mayo","2014-05-31"
"665","Financiera.Nueva.Visión.",9.13,1.15,112.68,"2014","Mayo","2014-05-31"
"666","Total Empresas Financieras",5.7,1.23,60.85,"2014","Mayo","2014-05-31"
"667","CrediScotia",7.54,2.17,50.19,"2014","Junio","2014-06-30"
"668","TFC",4.71,3.37,104.7,"2014","Junio","2014-06-30"
"669","Edyficar",3.98,0.43,58.55,"2014","Junio","2014-06-30"
"670","Compartamos Financiera",6.59,0.56,59.8,"2014","Junio","2014-06-30"
"671","Confianza",3.64,0.93,77.18,"2014","Junio","2014-06-30"
"672","Financiera Efectiva",4.09,0,58.08,"2014","Junio","2014-06-30"
"673","Financiera Universal",6.23,2.86,80.4,"2014","Junio","2014-06-30"
"674","Financiera Uno",6.45,3.26,72.07,"2014","Junio","2014-06-30"
"675","America Financiera",0,0,314.07,"2014","Junio","2014-06-30"
"676","Mitsui.Auto.Finance",9.71,0,45.87,"2014","Junio","2014-06-30"
"677","Proempresa",5.49,1.15,72.05,"2014","Junio","2014-06-30"
"678","Financiera.Nueva.Visión.",10.21,1.21,115.13,"2014","Junio","2014-06-30"
"679","Total Empresas Financieras",5.78,1.24,60.58,"2014","Junio","2014-06-30"
"680","CrediScotia",7.52,2.15,50.52,"2014","Julio","2014-07-31"
"681","TFC",5.77,2.06,101.59,"2014","Julio","2014-07-31"
"682","Edyficar",4.08,0.44,58.06,"2014","Julio","2014-07-31"
"683","Compartamos Financiera",6.75,0.63,59.52,"2014","Julio","2014-07-31"
"684","Confianza",3.75,0.94,77.09,"2014","Julio","2014-07-31"
"685","Financiera Efectiva",4.15,0,57.56,"2014","Julio","2014-07-31"
"686","Financiera Universal",7.44,4.39,80.36,"2014","Julio","2014-07-31"
"687","Financiera Uno",6.36,3.25,70.88,"2014","Julio","2014-07-31"
"688","America Financiera",0,0,330.36,"2014","Julio","2014-07-31"
"689","Mitsui.Auto.Finance",10.04,0,45.99,"2014","Julio","2014-07-31"
