"","variables","R. Cr�dito","R. Mercado","R. Operacional","Total","Patrimonio Efectivo","R. Capital Global","Periodo","Mes","Fecha"
"165"," TOTAL BANCA MÚLTIPLE",9163882.79,388585.41,419607.03,9972075.23,14139970.19,13.4706,"2010","Enero",2010-01-31
"175","B. Continental",1884136.49,80140.32,74160.62,2038437.43,2754768.04,12.84,"2010","Febrero",2010-02-28
"185","B. de Comercio  ",101670.15,681.61,5402.31,107754.07,134573.47,11.86,"2010","Febrero",2010-02-28
"195","B. de Crédito del Perú (con sucursales en el exterior)",3335767.47,149670,127081.07,3612518.54,5577195.33,14.67,"2010","Febrero",2010-02-28
"205","B. Financiero",249390.21,8147.79,13136.27,270674.27,320975.55,11.27,"2010","Febrero",2010-02-28
"215","B. Interamericano de Finanzas",256830.47,7908.53,11413.9,276152.9,420611.68,14.47,"2010","Febrero",2010-02-28
"221","Scotiabank Perú (con sucursales en el exterior)",1401942.12,34839.07,58461.98,1495243.17,1863938.04,11.84,"2010","Febrero",2010-02-28
"231","Citibank",217584.42,30454.87,25036.85,273076.14,493629.66,17.17,"2010","Febrero",2010-02-28
"241","Interbank",1056281.32,20194.33,38987.96,1115463.61,1368573.27,11.66,"2010","Febrero",2010-02-28
"251","Mibanco",282076.33,421.27,32159.76,314657.36,404481.93,12.21,"2010","Febrero",2010-02-28
"261","HSBC Bank Perú",204360.21,3822.8,2376.32,210559.33,252119.95,11.38,"2010","Febrero",2010-02-28
"271","B. Falabella Perú ",105263.04,292.07,21520.96,127076.07,179004.99,13.38,"2010","Febrero",2010-02-28
"281","B. Santander Perú",45247.69,552.18,1142.03,46941.9,117283.32,23.74,"2010","Febrero",2010-02-28
"291","B. Ripley",72477.41,282.43,2501.8,75261.64,155151.75,19.58,"2010","Febrero",2010-02-28
"301","B. Azteca Perú",19544.48,97.41,8704.56,28346.45,48816.99,16.36,"2010","Febrero",2010-02-28
"311","Deutsche Bank Perú",31646.88,9482.78,2094.64,43224.3,105622.78,23.21,"2010","Febrero",2010-02-28
"321"," TOTAL BANCA MÚLTIPLE",9264218.69,346987.46,424181.03,10035387.18,14196746.75,13.4394,"2010","Febrero",2010-02-28
"33","B. Continental",1961209.57,86911,75316.44,2123437.01,3223245.74,14.42,"2010","Marzo",2010-03-31
"34","B. de Comercio  ",101144.01,728.14,5465.66,107337.81,135778.67,12.02,"2010","Marzo",2010-03-31
"35","B. de Crédito del Perú (con sucursales en el exterior)",3353547,184267.42,127052.38,3664866.8,5587513.4,14.48,"2010","Marzo",2010-03-31
"36","B. Financiero",253240.26,4185.29,13356.97,270782.52,321569.41,11.28,"2010","Marzo",2010-03-31
"37","B. Interamericano de Finanzas",270024.44,407.83,11561.1,281993.37,425071.65,14.32,"2010","Marzo",2010-03-31
"38","Scotiabank Perú (con sucursales en el exterior)",1389842.18,35086.93,59074.56,1484003.67,2113828.1,13.53,"2010","Marzo",2010-03-31
"39","Citibank",221416,20598.55,25063.05,267077.6,497787.73,17.71,"2010","Marzo",2010-03-31
"40","Interbank",1084076.71,24714.27,39451.17,1148242.15,1552801.78,12.85,"2010","Marzo",2010-03-31
"41","Mibanco",288010.88,259.09,33000.73,321270.7,442821.74,13.09,"2010","Marzo",2010-03-31
"42","HSBC Bank Perú",216920.75,3256.97,2475.03,222652.75,251168.21,10.72,"2010","Marzo",2010-03-31
"43","B. Falabella Perú ",105138.34,248.06,21841.75,127228.15,187248.46,13.98,"2010","Marzo",2010-03-31
"44","B. Santander Perú",42655.61,1444.34,811.67,44911.62,116873.61,24.72,"2010","Marzo",2010-03-31
"45","B. Ripley",68653.58,322.59,2488.73,71464.9,154652.59,20.56,"2010","Marzo",2010-03-31
"46","B. Azteca Perú",19599.15,58.24,8902.37,28559.76,51347.89,17.08,"2010","Marzo",2010-03-31
"47","Deutsche Bank Perú",22136.71,6802.52,1913.02,30852.25,122257.13,37.65,"2010","Marzo",2010-03-31
"48"," TOTAL BANCA MÚLTIPLE",9397615.19,369291.24,427774.63,10194681.06,15183966.11,14.1493,"2010","Marzo",2010-03-31
"49","B. Continental",1980723.07,108852.77,75945.87,2165521.71,3224656.44,14.15,"2010","Abril",2010-04-30
"50","B. de Comercio  ",103405.67,642,5532.83,109580.5,136271.77,11.81,"2010","Abril",2010-04-30
"51","B. de Crédito del Perú (con sucursales en el exterior)",3392551.89,217821.06,127542.72,3737915.67,5575920.79,14.17,"2010","Abril",2010-04-30
"52","B. Financiero",247383.84,4080.17,13559.03,265023.04,323616.78,11.6,"2010","Abril",2010-04-30
"53","B. Interamericano de Finanzas",279757.99,10715.92,11740.78,302214.69,430265.59,13.53,"2010","Abril",2010-04-30
"54","Scotiabank Perú (con sucursales en el exterior)",1440881.7,29070.2,59642.02,1529593.92,2124207.63,13.19,"2010","Abril",2010-04-30
"55","Citibank",273799.82,37096.73,25105.94,336002.49,499049.64,14.11,"2010","Abril",2010-04-30
"56","Interbank",1170505.66,19987.17,39999.43,1230492.26,2095994.1,16.18,"2010","Abril",2010-04-30
"57","Mibanco",296231.84,1285.7,33853.28,331370.82,444184.25,12.73,"2010","Abril",2010-04-30
"58","HSBC Bank Perú",227854.24,4534.05,2586.9,234975.19,418509.99,16.92,"2010","Abril",2010-04-30
"59","B. Falabella Perú ",109933.52,228.18,22194.07,132355.77,187900.6,13.49,"2010","Abril",2010-04-30
"60","B. Santander Perú",47640.53,2162.75,867.2,50670.48,117610.77,22.05,"2010","Abril",2010-04-30
"615","B. Ripley",69518.8,146.63,2480.35,72145.78,154770.6,20.38,"2010","Abril",2010-04-30
"621","B. Azteca Perú",19096.61,98.76,9127.55,28322.92,47925.76,16.08,"2010","Abril",2010-04-30
"631","Deutsche Bank Perú",34805.49,8609.13,1442.97,44857.59,122257.13,25.89,"2010","Abril",2010-04-30
"641"," TOTAL BANCA MÚLTIPLE",9694090.67,445331.22,431620.94,10571042.83,15903141.84,14.2919,"2010","Abril",2010-04-30
"65","B. Continental",2082355.3,81032.28,76611.22,2239998.8,3235735.16,13.72,"2010","Mayo",2010-05-31
"66","B. de Comercio  ",105681.73,279.79,5598.93,111560.45,136452.52,11.62,"2010","Mayo",2010-05-31
"67","B. de Crédito del Perú (con sucursales en el exterior)",3504070.43,154027.6,127492.7,3785590.73,5574385,13.99,"2010","Mayo",2010-05-31
"68","B. Financiero",253382.97,3968.21,13780.33,271131.51,324102.94,11.36,"2010","Mayo",2010-05-31
"69","B. Interamericano de Finanzas",279581.86,2644.61,11919.08,294145.55,435596.26,14.07,"2010","Mayo",2010-05-31
"70","Scotiabank Perú (con sucursales en el exterior)",1472698.95,18689.16,60070.54,1551458.65,2115983.02,12.96,"2010","Mayo",2010-05-31
"715","Citibank",228201.26,11042.48,25138.08,264381.82,498122.75,17.9,"2010","Mayo",2010-05-31
"721","Interbank (con sucursales en el exterior)",1152520.87,15051.53,40528.24,1208100.64,2096076.32,16.48,"2010","Mayo",2010-05-31
"731","Mibanco",300703.08,682.25,34710.04,336095.37,444634.83,12.57,"2010","Mayo",2010-05-31
"741","HSBC Bank Perú",262624.69,3957.63,2683.71,269266.03,416063.92,14.68,"2010","Mayo",2010-05-31
"75","B. Falabella Perú ",112046.08,214.57,22512.37,134773.02,188225.08,13.27,"2010","Mayo",2010-05-31
"76","B. Santander Perú",56199.76,2451.31,917.02,59568.09,118675.36,18.93,"2010","Mayo",2010-05-31
"77","B. Ripley",73547.62,150.45,2467.83,76165.9,155287.51,19.37,"2010","Mayo",2010-05-31
"78","B. Azteca Perú",18585.94,94.1,9445.3,28125.34,48572.02,16.41,"2010","Mayo",2010-05-31
"79","Deutsche Bank Perú",27593.37,10691.31,1390.55,39675.23,122257.13,29.27,"2010","Mayo",2010-05-31
"80"," TOTAL BANCA MÚLTIPLE",9929793.91,304977.28,435265.94,10670037.13,15910169.82,14.1655,"2010","Mayo",2010-05-31
"815","B. Continental",2068972.21,76687.27,77218.85,2222878.33,3230029.95,13.8,"2010","Junio",2010-06-30
"821","B. de Comercio  ",107115.48,411.29,5677.35,113204.12,134540.67,11.29,"2010","Junio",2010-06-30
"831","B. de Crédito del Perú (con sucursales en el exterior)",3613134.73,139422.03,128071.6,3880628.36,5564888.73,13.62,"2010","Junio",2010-06-30
"841","B. Financiero",253573.86,6196.51,13985.34,273755.71,320351.68,11.12,"2010","Junio",2010-06-30
"85","B. Interamericano de Finanzas",286486.3,165.43,12085.36,298737.09,439995.19,13.99,"2010","Junio",2010-06-30
"86","Scotiabank Perú (con sucursales en el exterior)",1499671.71,25380.81,60447.9,1585500.42,2100758.55,12.59,"2010","Junio",2010-06-30
"87","Citibank",228628.9,10838.54,25094.14,264561.58,498376.46,17.9,"2010","Junio",2010-06-30
"88","Interbank (con sucursales en el exterior)",1185776.08,14331,41246.12,1241353.2,2095951.61,16.04,"2010","Junio",2010-06-30
"89","Mibanco",305266.57,614.21,35513.27,341394.05,444295.17,12.36,"2010","Junio",2010-06-30
"90","HSBC Bank Perú",260529.04,3839.25,2813.47,267181.76,412409.82,14.66,"2010","Junio",2010-06-30
"915","B. Falabella Perú ",115152.65,336.09,22837.45,138326.19,188639.73,12.96,"2010","Junio",2010-06-30
"921","B. Santander Perú",56603.04,3229.65,1326.87,61159.56,118525.75,18.41,"2010","Junio",2010-06-30
"931","B. Ripley",75115.42,236.42,2454.28,77806.12,155491.51,18.99,"2010","Junio",2010-06-30
"941","B. Azteca Perú",18849.63,176.77,9654.52,28680.92,49404.31,16.36,"2010","Junio",2010-06-30
"95","Deutsche Bank Perú",20764.16,4434.84,1564.21,26763.21,122257.13,43.4,"2010","Junio",2010-06-30
"96"," TOTAL BANCA MÚLTIPLE",10095639.78,286300.11,439990.73,10821930.62,15875916.26,13.9364,"2010","Junio",2010-06-30
"97","B. Continental",2301999.14,76309.31,78231.49,2456539.94,3248777.15,12.96,"2010","Julio",2010-07-31
"98","B. de Comercio  ",107460.17,868.64,5698.5,114027.31,137154.3,11.79,"2010","Julio",2010-07-31
"99","B. de Crédito del Perú (con sucursales en el exterior)",3559727.6,124489.97,128885.87,3813103.44,5537573.18,14.23,"2010","Julio",2010-07-31
"100","B. Financiero",256202.13,11030.88,14247.23,281480.24,344674.75,12,"2010","Julio",2010-07-31
"1015","B. Interamericano de Finanzas",301072.06,304.39,12259.66,313636.11,446037.4,13.94,"2010","Julio",2010-07-31
"1021","Scotiabank Perú (con sucursales en el exterior)",1490416.56,25714.53,61008.43,1577139.52,2079938.01,12.92,"2010","Julio",2010-07-31
"1031","Citibank",223127.37,15446.43,25197.55,263771.35,497057.68,18.47,"2010","Julio",2010-07-31
"1041","Interbank (con sucursales en el exterior)",1271183.87,13200.81,41760.34,1326145.02,2058304.89,15.21,"2010","Julio",2010-07-31
"105","Mibanco",326218.47,113.59,36421.21,362753.27,445610.1,12.04,"2010","Julio",2010-07-31
"106","HSBC Bank Perú",288635.28,3300.5,2962.68,294898.46,412291.78,13.7,"2010","Julio",2010-07-31
"107","B. Falabella Perú ",121698.8,187.64,23213.05,145099.49,189045.41,12.77,"2010","Julio",2010-07-31
"108","B. Santander Perú",69692.66,1608.48,1377.46,72678.6,119919.78,16.17,"2010","Julio",2010-07-31
"109","B. Ripley",76963.43,130.61,2459.17,79553.21,155434.06,19.15,"2010","Julio",2010-07-31
"110","B. Azteca Perú",19843.02,240.6,9966.96,30050.58,50355.99,16.42,"2010","Julio",2010-07-31
"1115","Deutsche Bank Perú",82560.51,4989.86,1940.95,89491.32,122257.13,13.39,"2010","Julio",2010-07-31
"1121"," TOTAL BANCA MÚLTIPLE",10496801.07,277936.24,445630.55,11220367.86,15844431.61,13.8387,"2010","Julio",2010-07-31
"1131","B. Continental",2302569.26,82984.39,78729.81,2464283.46,3244797.21,12.9,"2010","Agosto",2010-08-31
"1141","B. de Comercio  ",111697.98,613.71,5732.47,118044.16,138980.78,11.54,"2010","Agosto",2010-08-31
"115","B. de Crédito del Perú (con sucursales en el exterior)",3629763.82,121104.02,131249.44,3882117.28,5544320.93,14,"2010","Agosto",2010-08-31
"116","B. Financiero",248318.46,7423.67,14519,270261.13,345634.43,12.53,"2010","Agosto",2010-08-31
"117","B. Interamericano de Finanzas",304410.29,674.36,12368.54,317453.19,465538.3,14.37,"2010","Agosto",2010-08-31
"118","Scotiabank Perú (con sucursales en el exterior)",1517958.26,27814.45,61356.18,1607128.89,2070948.92,12.63,"2010","Agosto",2010-08-31
"119","Citibank",214291.32,22938.9,25179.07,262409.29,496988.43,18.56,"2010","Agosto",2010-08-31
"120","Interbank (con sucursales en el exterior)",1262203.91,9330.01,42522.48,1314056.4,2071612.43,15.45,"2010","Agosto",2010-08-31
"1214","Mibanco",330350.69,631.71,37278.73,368261.13,490460.14,13.05,"2010","Agosto",2010-08-31
"1221","HSBC Bank Perú",247342.66,4631.28,3092.45,255066.39,409066.24,15.72,"2010","Agosto",2010-08-31
"1231","B. Falabella Perú ",118537.52,50.62,23476,142064.14,203630.05,14.05,"2010","Agosto",2010-08-31
"1241","B. Santander Perú",71004.38,2134.75,1387.18,74526.31,175575.12,23.09,"2010","Agosto",2010-08-31
"125","B. Ripley",76758.77,122.46,2449.22,79330.45,155410.93,19.2,"2010","Agosto",2010-08-31
"126","B. Azteca Perú",19786.04,382.32,10239.07,30407.43,51599.31,16.63,"2010","Agosto",2010-08-31
"127","Deutsche Bank Perú",19200.35,4477.04,2015.62,25693.01,122257.13,46.63,"2010","Agosto",2010-08-31
"128"," TOTAL BANCA MÚLTIPLE",10474193.71,285313.69,451595.26,11211102.66,15986820.35,13.9746,"2010","Agosto",2010-08-31
"610","B. Continental",2340415.47,64132.16,79713.32,2484260.95,3246704.5,12.81,"2010","Septiembre",2010-09-30
"710","B. de Comercio  ",112747.32,736.75,5813,119297.07,140435.25,11.54,"2010","Septiembre",2010-09-30
"810","B. de Crédito del Perú (con sucursales en el exterior)",3658811.1,112179.58,132229.01,3903219.69,5531772.54,13.89,"2010","Septiembre",2010-09-30
"910","B. Financiero",250733.47,4293.65,14804,269831.12,346203.26,12.57,"2010","Septiembre",2010-09-30
"1010","B. Interamericano de Finanzas",310393.29,456.66,12465.11,323315.06,469815.32,14.24,"2010","Septiembre",2010-09-30
"1110","Scotiabank Perú (con sucursales en el exterior)",1557836.07,32059.28,61824.08,1651719.43,2060091.03,12.22,"2010","Septiembre",2010-09-30
"129","Citibank",204171.74,17230.56,25369.14,246771.44,538487.62,21.38,"2010","Septiembre",2010-09-30
"1311","Interbank (con sucursales en el exterior)",1260739.91,9739.06,43044.6,1313523.57,2070163.64,15.45,"2010","Septiembre",2010-09-30
"1411","Mibanco",338017.52,607.02,38092.92,376717.46,491240.69,12.78,"2010","Septiembre",2010-09-30
"1511","HSBC Bank Perú",251390.52,6541.7,3268.26,261200.48,405470,15.21,"2010","Septiembre",2010-09-30
"1611","B. Falabella Perú ",119342.15,5.92,23750.44,143098.51,203718.92,13.95,"2010","Septiembre",2010-09-30
"1711","B. Santander Perú",75985.83,3083.33,1461.13,80530.29,176079.82,21.43,"2010","Septiembre",2010-09-30
"1811","B. Ripley",76404.66,126.22,2557.08,79087.96,155365.83,19.25,"2010","Septiembre",2010-09-30
"1911","B. Azteca Perú",20259.92,73.53,10415.88,30749.33,52954.57,16.88,"2010","Septiembre",2010-09-30
"2011","Deutsche Bank Perú",31786.37,4278.62,2050.28,38115.27,122257.13,31.43,"2010","Septiembre",2010-09-30
"2111"," TOTAL BANCA MÚLTIPLE",10609035.34,255544.04,456858.25,11321437.63,16010760.12,13.8591,"2010","Septiembre",2010-09-30
"611","B. Continental",2424946.81,53814.52,80361.07,2559122.4,3814009.03,14.61,"2010","Octubre",2010-10-31
"711","B. de Comercio  ",113580.46,153.08,5876.5,119610.04,142460,11.67,"2010","Octubre",2010-10-31
"811","B. de Crédito del Perú (con sucursales en el exterior)",3806600.56,132550.46,137101.82,4076252.84,5533087.26,13.3,"2010","Octubre",2010-10-31
"911","B. Financiero",257446.02,3938.25,15072.69,276456.96,347800.03,12.33,"2010","Octubre",2010-10-31
"1011","B. Interamericano de Finanzas",315040.98,413.56,12618.9,328073.44,475148.06,14.19,"2010","Octubre",2010-10-31
"1111","Scotiabank Perú (con sucursales en el exterior)",1558373.19,28923.41,62165.46,1649462.06,2042997.02,12.14,"2010","Octubre",2010-10-31
"1210","Citibank",201113.29,21477.19,25578.5,248168.98,548450.16,21.66,"2010","Octubre",2010-10-31
"1321","Interbank (con sucursales en el exterior)",1298553.27,17516.28,43305.01,1359374.56,2075205.59,14.96,"2010","Octubre",2010-10-31
"1421","Mibanco",345481.94,91.83,38924.84,384498.61,492211.2,12.55,"2010","Octubre",2010-10-31
"1521","HSBC Bank Perú",235718.17,7122.95,3364.46,246205.58,397783.98,15.83,"2010","Octubre",2010-10-31
"1621","B. Falabella Perú ",122544.79,173.19,24008.25,146726.23,223764.48,14.95,"2010","Octubre",2010-10-31
"1721","B. Santander Perú",79078.92,1524.23,1221.83,81824.98,176193.67,21.1,"2010","Octubre",2010-10-31
"1821","B. Ripley",79791.74,1.61,2563.95,82357.3,155830.98,18.54,"2010","Octubre",2010-10-31
"1921","B. Azteca Perú",20085.97,40.23,10600.93,30727.13,54560.99,17.4,"2010","Octubre",2010-10-31
"2021","Deutsche Bank Perú",20189.27,4074.1,1998.94,26262.31,122257.13,45.62,"2010","Octubre",2010-10-31
"2121"," TOTAL BANCA MÚLTIPLE",10878545.38,271814.89,464763.15,11615123.42,16601759.58,14.0074,"2010","Octubre",2010-10-31
"612","B. Continental",2519999.54,68995.63,81421.97,2670417.14,3833138.02,14.07,"2010","Noviembre",2010-11-30
"712","B. de Comercio  ",112754.05,181.25,5965.43,118900.73,145195.87,11.97,"2010","Noviembre",2010-11-30
"812","B. de Crédito del Perú (con sucursales en el exterior)",3851666.85,114736.24,139253.45,4105656.54,5522327.44,13.18,"2010","Noviembre",2010-11-30
"912","B. Financiero",262019.25,3729.29,15363.34,281111.88,345909.18,12.06,"2010","Noviembre",2010-11-30
"1012","B. Interamericano de Finanzas",320934.73,409.86,12789.45,334134.04,477447.9,14,"2010","Noviembre",2010-11-30
"1112","Scotiabank Perú (con sucursales en el exterior)",1600603.37,34492.82,62686.49,1697782.68,2035561.76,11.75,"2010","Noviembre",2010-11-30
"1211","Citibank",206288.25,31733.24,25575.14,263596.63,549120.36,20.42,"2010","Noviembre",2010-11-30
"1331","Interbank (con sucursales en el exterior)",1342583.63,25916.05,44075.87,1412575.55,2079172,14.42,"2010","Noviembre",2010-11-30
"1431","Mibanco",353034.67,497.13,7049.41,360581.21,494537.59,13.44,"2010","Noviembre",2010-11-30
"1531","HSBC Bank Perú",268545.37,7373.08,3470.78,279389.23,395127.02,13.86,"2010","Noviembre",2010-11-30
"1631","B. Falabella Perú ",125505.81,296.36,24290.45,150092.62,224174.02,14.64,"2010","Noviembre",2010-11-30
"1731","B. Santander Perú",83130.18,2884.51,1285.78,87300.47,177527.82,19.93,"2010","Noviembre",2010-11-30
"1831","B. Ripley",82773.58,36.27,2575.88,85385.73,156210.5,17.93,"2010","Noviembre",2010-11-30
"1931","B. Azteca Perú",19644.12,33.12,10680.46,30357.7,53834.03,17.38,"2010","Noviembre",2010-11-30
"2031","Deutsche Bank Perú",19913.83,9529.15,1974.25,31417.23,122257.13,38.14,"2010","Noviembre",2010-11-30
"2131"," TOTAL BANCA MÚLTIPLE",11169397.23,300844,438458.15,11908699.38,16611540.64,13.6701,"2010","Noviembre",2010-11-30
"613","B. Continental",2399856.65,63945.68,82708.46,2546510.79,3807156.24,14.65,"2010","Diciembre",2010-12-31
"713","B. de Comercio  ",117454.12,342.2,6141.56,123937.88,147345.69,11.65,"2010","Diciembre",2010-12-31
"813","B. de Crédito del Perú (con sucursales en el exterior)",3965915.3,104910.72,139812.16,4210638.18,5517273.8,12.84,"2010","Diciembre",2010-12-31
"913","B. Financiero",272979.39,4693.76,15633.43,293306.58,345746.91,11.55,"2010","Diciembre",2010-12-31
"1013","B. Interamericano de Finanzas",315090.88,261.5,12992.13,328344.51,479636.85,14.32,"2010","Diciembre",2010-12-31
"1113","Scotiabank Perú (con sucursales en el exterior)",1612474.37,39967.89,63114.92,1715557.18,2018359,11.53,"2010","Diciembre",2010-12-31
"1212","Citibank",208287.6,11735.03,25520.34,245542.97,549357.51,21.93,"2010","Diciembre",2010-12-31
"1341","Interbank (con sucursales en el exterior)",1355065.23,30813.78,44868.63,1430747.64,2106916.51,14.43,"2010","Diciembre",2010-12-31
"1441","Mibanco",355824.86,813.96,7225.62,363864.44,493803.36,13.3,"2010","Diciembre",2010-12-31
"1541","HSBC Bank Perú",273845.62,9888.43,3596.11,287330.16,373192.65,12.73,"2010","Diciembre",2010-12-31
"1641","B. Falabella Perú ",134814.37,626.09,24576.85,160017.31,265435.96,16.26,"2010","Diciembre",2010-12-31
"1741","B. Santander Perú",83654.32,903.6,1337.83,85895.75,177323.22,20.23,"2010","Diciembre",2010-12-31
"1841","B. Ripley",89737.68,84.94,2605.69,92428.31,157136.57,16.66,"2010","Diciembre",2010-12-31
"1941","B. Azteca Perú",22272.06,144.5,10605,33021.56,57599.85,17.09,"2010","Diciembre",2010-12-31
"2041","Deutsche Bank Perú",22272.12,9417.57,1988.59,33678.28,122257.13,35.58,"2010","Diciembre",2010-12-31
"2141"," TOTAL BANCA MÚLTIPLE",11229544.57,278549.65,442727.32,11950821.54,16618541.25,13.6277,"2010","Diciembre",2010-12-31
"136","B. Continental",2399849.29,63280.71,83141.78,2546271.78,3786538.26,14.57,"2011","Enero",2011-01-31
"216","B. de Comercio  ",116055.86,1036.46,6206.52,123298.84,147719.02,11.74,"2011","Enero",2011-01-31
"312","B. de Crédito del Perú (con sucursales en el exterior)",3885641.38,117900.75,162573.91,4166116.04,5480882.48,12.89,"2011","Enero",2011-01-31
"411","B. Financiero",268426.92,10313.89,15907,294647.81,345519.79,11.49,"2011","Enero",2011-01-31
"511","B. Interamericano de Finanzas",315433.57,129.18,13130.92,328693.67,478711.16,14.27,"2011","Enero",2011-01-31
"616","Scotiabank Perú (con sucursales en el exterior)",1618081.54,45116.8,63466.12,1726664.46,2003517.98,11.37,"2011","Enero",2011-01-31
"716","Citibank",209802.1,29825.59,25568.79,265196.48,549558.65,20.31,"2011","Enero",2011-01-31
"816","Interbank (con sucursales en el exterior)",1357420.75,24303.2,45564.05,1427288,2046663.49,14.05,"2011","Enero",2011-01-31
"916","Mibanco",352580.71,474.69,7393.82,360449.22,491960.86,13.38,"2011","Enero",2011-01-31
"1016","HSBC Bank Perú",274863.86,8895.68,3700.36,287459.9,369058.74,12.58,"2011","Enero",2011-01-31
"1116","B. Falabella Perú ",135485.91,635.15,24828.7,160949.76,265506.37,16.17,"2011","Enero",2011-01-31
"1215","B. Santander Perú",82348.47,3631.03,1402.27,87381.77,183130.5,20.54,"2011","Enero",2011-01-31
"137","B. Ripley",89833.19,34.03,12192.31,102059.53,157146.13,15.09,"2011","Enero",2011-01-31
"146","B. Azteca Perú",22535.54,127.24,9402.92,32065.7,58497.54,17.88,"2011","Enero",2011-01-31
"156","Deutsche Bank Perú",38533.11,6086.1,2016.71,46635.92,122257.13,25.69,"2011","Enero",2011-01-31
"166"," TOTAL BANCA MÚLTIPLE",11166892.2,311790.5,476496.18,11955178.88,16486668.1,13.5146,"2011","Enero",2011-01-31
"176","B. Continental",2410676.84,65496.52,83797.26,2559970.62,3783646.36,14.48,"2011","Febrero",2011-02-28
"186","B. de Comercio  ",118848.88,616.5,6266.07,125731.45,145869.28,11.37,"2011","Febrero",2011-02-28
"196","B. de Crédito del Perú (con sucursales en el exterior)",3915380.58,99573.51,163546.01,4178500.1,5510726.13,12.92,"2011","Febrero",2011-02-28
"206","B. Financiero",274973.75,10638.84,16146.69,301759.28,344157.15,11.18,"2011","Febrero",2011-02-28
"217","B. Interamericano de Finanzas",322461.87,125.2,13262.1,335849.17,477242.33,13.93,"2011","Febrero",2011-02-28
"222","Scotiabank Perú (con sucursales en el exterior)",1628797.05,33529.22,63788.64,1726114.91,2027239.77,11.51,"2011","Febrero",2011-02-28
"232","Citibank",212277.67,9172.86,25580.34,247030.87,549895.87,21.82,"2011","Febrero",2011-02-28
"242","Interbank (con sucursales en el exterior)",1357080.46,20623.49,46010.12,1423714.07,2043965.12,14.07,"2011","Febrero",2011-02-28
"252","Mibanco",354625.51,58.73,7552.56,362236.8,490376.52,13.27,"2011","Febrero",2011-02-28
"262","HSBC Bank Perú",276923.79,7512.92,3789.62,288226.33,366828.04,12.47,"2011","Febrero",2011-02-28
"272","B. Falabella Perú ",138677.14,702.72,25055.63,164435.49,265965.93,15.85,"2011","Febrero",2011-02-28
"282","B. Santander Perú",83315.11,2330.9,1450.91,87096.92,183254.93,20.62,"2011","Febrero",2011-02-28
"292","B. Ripley",91321.97,55.82,12242.46,103620.25,157374.23,14.88,"2011","Febrero",2011-02-28
"302","B. Azteca Perú",23729.86,39.78,9543.36,33313,59667.16,17.55,"2011","Febrero",2011-02-28
"313","Deutsche Bank Perú",34806.54,6978.56,1953.68,43738.78,122257.13,27.39,"2011","Febrero",2011-02-28
"322"," TOTAL BANCA MÚLTIPLE",11243897.02,257455.57,479985.45,11981338.04,16528465.95,13.5193,"2011","Febrero",2011-02-28
"331","B. Continental",2492342.09,63640.09,84675.15,2640657.33,4014929.58,14.9,"2011","Marzo",2011-03-31
"341","B. de Comercio  ",121759.17,453.05,6340.64,128552.86,146393.65,11.16,"2011","Marzo",2011-03-31
"351","B. de Crédito del Perú (con sucursales en el exterior)",4079357.92,159686.87,165978.17,4405022.96,6166383.95,13.72,"2011","Marzo",2011-03-31
"361","B. Financiero",283717.59,12285.09,16494.67,312497.35,398965.79,12.51,"2011","Marzo",2011-03-31
"371","B. Interamericano de Finanzas",333421.13,588.21,13433.95,347443.29,483772.69,13.65,"2011","Marzo",2011-03-31
"381","Scotiabank Perú (con sucursales en el exterior)",1707222.53,40057.71,64316.92,1811597.16,2268905.74,12.27,"2011","Marzo",2011-03-31
"391","Citibank",215362.56,31104.72,25839.32,272306.6,554396.34,19.95,"2011","Marzo",2011-03-31
"401","Interbank (con sucursales en el exterior)",1387472.01,24655.92,46431.34,1458559.27,2103609.73,14.13,"2011","Marzo",2011-03-31
"412","Mibanco",357986.33,186.25,7702.07,365874.65,510484.31,13.67,"2011","Marzo",2011-03-31
"421","HSBC Bank Perú",274496.24,5020.39,3888.57,283405.2,368306.06,12.74,"2011","Marzo",2011-03-31
"431","B. Falabella Perú ",143923.11,153.48,25291.83,169368.42,288075.08,16.67,"2011","Marzo",2011-03-31
"441","B. Santander Perú",97063.38,2389.63,1509.43,100962.44,185402.78,18,"2011","Marzo",2011-03-31
"451","B. Ripley",89481.41,670.3,12286.54,102438.25,187142.52,17.9,"2011","Marzo",2011-03-31
"461","B. Azteca Perú",24930.26,131.12,9713.07,34774.45,60595.32,17.08,"2011","Marzo",2011-03-31
"471","Deutsche Bank Perú",57057.5,2151.13,1836.86,61045.49,123292.3,19.79,"2011","Marzo",2011-03-31
"481"," TOTAL BANCA MÚLTIPLE",11665593.23,343173.96,485738.53,12494505.72,17860655.84,14.0089,"2011","Marzo",2011-03-31
"491","B. Continental",2574131.57,60767.79,84967.31,2719866.67,4034872.21,14.54,"2011","Abril",2011-04-30
"501","B. de Comercio  ",122632.84,171.27,6382.31,129186.42,146411.19,11.11,"2011","Abril",2011-04-30
"512","B. de Crédito del Perú (con sucursales en el exterior)",4206613.22,196542.96,166219.68,4569375.86,6233095.17,13.37,"2011","Abril",2011-04-30
"521","B. Financiero",290223.97,13558.34,16677.46,320459.77,395996.2,12.11,"2011","Abril",2011-04-30
"531","B. Interamericano de Finanzas",346609.99,476.88,13560.94,360647.81,490804.77,13.34,"2011","Abril",2011-04-30
